time	global_subbeat	fields
317.4	1768	timestamp=317.4; rhythm=eighth_position:6
317.76	1770	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
318.12	1772	timestamp=318.12; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
318.47999999999996	1774	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
318.84	1776	timestamp=318.84; rhythm=eighth_position:2
319.2	1778	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
319.56	1780	timestamp=319.56; rhythm=eighth_position:4
319.92	1782	melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
320.28	1784	timestamp=320.28; rhythm=eighth_position:6
320.64	1786	melody=[pitch=84:track=0:dur_bin=4:dur_steps=6]
321.0	1788	timestamp=321.0; rhythm=eighth_position:0; chord=C:maj
321.71999999999997	1792	timestamp=321.71999999999997; rhythm=eighth_position:2
322.44	1796	timestamp=322.44; rhythm=eighth_position:4; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
322.8	1798	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
323.15999999999997	1800	timestamp=323.15999999999997; rhythm=eighth_position:6; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
323.88	1804	timestamp=323.88; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
324.59999999999997	1808	timestamp=324.59999999999997; rhythm=eighth_position:2; chord=G:maj6; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
325.32	1812	timestamp=325.32; rhythm=eighth_position:4
326.03999999999996	1816	timestamp=326.03999999999996; rhythm=eighth_position:6; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
326.4	1818	melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
326.76	1820	timestamp=326.76; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
327.11999999999995	1822	melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
327.47999999999996	1824	timestamp=327.47999999999996; rhythm=eighth_position:2
328.2	1828	timestamp=328.2; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
328.56	1830	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
328.92	1832	timestamp=328.92; rhythm=eighth_position:6; chord=G:maj6
329.28000000000003	1834	melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
329.64	1836	timestamp=329.64; rhythm=eighth_position:0; chord=G:maj6
330.36	1840	timestamp=330.36; rhythm=eighth_position:2
330.71999999999997	1842	melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
331.08	1844	timestamp=331.08; rhythm=eighth_position:4; chord=C:maj; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
331.44	1846	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
331.8	1848	timestamp=331.8; rhythm=eighth_position:6; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
332.52	1852	timestamp=332.52; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
333.24	1856	timestamp=333.24; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
333.96	1860	timestamp=333.96; rhythm=eighth_position:4; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
334.68	1864	timestamp=334.68; rhythm=eighth_position:6; melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
335.04	1866	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
335.4	1868	timestamp=335.4; rhythm=eighth_position:0; chord=C:maj
335.76	1870	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
336.12	1872	timestamp=336.12; rhythm=eighth_position:2
336.47999999999996	1874	melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
336.84	1876	timestamp=336.84; rhythm=eighth_position:4
337.2	1878	melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
337.56	1880	timestamp=337.56; rhythm=eighth_position:6
337.92	1882	melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
338.28	1884	timestamp=338.28; rhythm=eighth_position:0; chord=C:maj
338.64	1886	melody=[pitch=72:track=0:dur_bin=4:dur_steps=6]
339.0	1888	timestamp=339.0; rhythm=eighth_position:2
339.71999999999997	1892	timestamp=339.71999999999997; rhythm=eighth_position:4
340.44	1896	timestamp=340.44; rhythm=eighth_position:6; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
340.8	1898	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
341.15999999999997	1900	timestamp=341.15999999999997; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
341.88	1904	timestamp=341.88; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
342.23999999999995	1906	melody=[pitch=91:track=0:dur_bin=0:dur_steps=1]
342.59999999999997	1908	timestamp=342.59999999999997; rhythm=eighth_position:4; melody=[pitch=91:track=0:dur_bin=1:dur_steps=2]
342.96	1910	melody=[pitch=91:track=0:dur_bin=0:dur_steps=1]
343.32	1912	timestamp=343.32; rhythm=eighth_position:6; melody=[pitch=91:track=0:dur_bin=3:dur_steps=4]
344.03999999999996	1916	timestamp=344.03999999999996; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=91:track=0:dur_bin=0:dur_steps=1]
344.76	1920	timestamp=344.76; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
345.11999999999995	1922	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
345.47999999999996	1924	timestamp=345.47999999999996; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=3:dur_steps=4]
346.2	1928	timestamp=346.2; rhythm=eighth_position:6; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
346.92	1932	timestamp=346.92; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
347.64	1936	timestamp=347.64; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
348.0	1938	melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
348.36	1940	timestamp=348.36; rhythm=eighth_position:4; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
348.71999999999997	1942	melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
349.08	1944	timestamp=349.08; rhythm=eighth_position:6; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
349.44	1946	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
349.8	1948	timestamp=349.8; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
350.52	1952	timestamp=350.52; rhythm=eighth_position:2; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
350.88	1954	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
351.24	1956	timestamp=351.24; rhythm=eighth_position:4; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
351.96	1960	timestamp=351.96; rhythm=eighth_position:6; chord=G:maj6; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
352.68	1964	timestamp=352.68; rhythm=eighth_position:0; chord=G:maj6
353.4	1968	timestamp=353.4; rhythm=eighth_position:2; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
353.76	1970	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
354.12	1972	timestamp=354.12; rhythm=eighth_position:4; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
354.84	1976	timestamp=354.84; rhythm=eighth_position:6; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
355.56	1980	timestamp=355.56; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
356.28	1984	timestamp=356.28; rhythm=eighth_position:2; chord=G:maj6; melody=[pitch=79:track=0:dur_bin=4:dur_steps=6]
357.0	1988	timestamp=357.0; rhythm=eighth_position:4
